Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
131415H14_R2_001 - illumina_universal_adapter	(1, 0.001644463974477919)	(2, 0.0016756879739933225)	(3, 0.0017225239732664278)	(4, 0.0018266039716511064)	(5, 0.0018630319710857437)	(6, 0.0018994599705203813)	(7, 0.0019567039696319543)	(8, 0.0019931319690665917)	(9, 0.0020555799680973988)	(10, 0.002261137964907139)	(12, 0.0024666959617168785)	(14, 0.0026202139593342793)	(16, 0.002781537956830531)	(18, 0.002987095953640271)	(20, 0.0031926539504500105)	(22, 0.0033825999475020486)	(24, 0.003585555944352172)	(26, 0.0038327459405157827)	(28, 0.004165801935346753)	(30, 0.004574315929006617)	(32, 0.005034869921858819)	(34, 0.005498025914670638)	(36, 0.006080873905624837)	(38, 0.00670275189597329)	(40, 0.007387077885352551)	(42, 0.008113035874085683)	(44, 0.009114805858538213)	(46, 0.010129585842788828)	(48, 0.01155027782073969)	(50, 0.012973571798650167)	(52, 0.014394263776601027)	(54, 0.01612979774966554)	(56, 0.01787573972256852)	(58, 0.020342435684285398)	(60, 0.02346483563582575)	(62, 0.02670172358558925)	(64, 0.030318503529456826)	(66, 0.034643027462340215)	(68, 0.04016707337660702)	(70, 0.04701033327039963)	(72, 0.05544601713947781)	(74, 0.06511765098937405)	(76, 0.07687088480696386)	(78, 0.09060163859386257)	(80, 0.10759530033012094)	(82, 0.12855441000483556)	(84, 0.15402278560956636)	(86, 0.18393797914528257)	(88, 0.2181568806142052)	(90, 0.25936995797457824)	(92, 0.3106501731787093)	(94, 0.37074856624598224)	(96, 0.4392748371824545)	(98, 0.517839623963129)	(100, 0.6084074365575165)	(102, 0.715123260901287)	(104, 0.8397226309675048)	(106, 0.976356250846951)	(108, 1.1265124645165265)	(110, 1.2941072819154549)	(112, 1.4846751569578416)	(114, 1.7011147175986996)	(116, 1.9361663839506977)	(118, 2.181365850145202)	(120, 2.4435537740760456)	(122, 2.7344235435617463)	(124, 3.0475612287018494)	(126, 3.3782337915698113)	(128, 3.7161867503247814)	(130, 4.064388986920683)	(132, 4.431783575218718)	(134, 4.826879055086836)	(136, 5.239660328680472)	(138, 5.650328778306897)
131415H14_R2_001 - polya	(1, 0.025843063598915653)	(2, 0.031151143516534252)	(3, 0.03574107144529857)	(4, 0.04062242336953999)	(5, 0.04653416727778972)	(6, 0.05215448719056236)	(7, 0.058092251098408265)	(8, 0.0648470429935739)	(9, 0.07271549087145558)	(10, 0.08366730870148337)	(12, 0.0950562625247268)	(14, 0.10662995834510305)	(16, 0.11725912818013834)	(18, 0.12783105401606204)	(20, 0.13864756784818977)	(22, 0.14941724568104436)	(24, 0.16049916350905297)	(26, 0.1707510433499438)	(28, 0.18113562518877507)	(30, 0.19130684303091777)	(32, 0.20115281087810838)	(34, 0.21105602272441054)	(36, 0.22064699457555864)	(38, 0.230854640417136)	(40, 0.24104667425895562)	(42, 0.25134799209907915)	(44, 0.26092595395042917)	(46, 0.27070687179862934)	(48, 0.2804357496476372)	(50, 0.2899096315006025)	(52, 0.2994017273532852)	(54, 0.3083656172141656)	(56, 0.3176105230706847)	(58, 0.3271338429228827)	(60, 0.33652185877718077)	(62, 0.34639905062388676)	(64, 0.356247620471037)	(66, 0.366538530311322)	(68, 0.3766655141541512)	(70, 0.3865661240004937)	(72, 0.3953556798640798)	(74, 0.40466303371962975)	(76, 0.4135202415821658)	(78, 0.4222369414468827)	(80, 0.4312346573072381)	(82, 0.44070593716024387)	(84, 0.4492613130274644)	(86, 0.45862330888216624)	(88, 0.4682194847332336)	(90, 0.47698822459714274)	(92, 0.48639705645111764)	(94, 0.49536875231187694)	(96, 0.5046709021675075)	(98, 0.5140823360214422)	(100, 0.5231737238803438)	(102, 0.5318045577463932)	(104, 0.5404588096120793)	(106, 0.5488268414822075)	(108, 0.5573822173494279)	(110, 0.5658777472175773)	(112, 0.5738945090931572)	(114, 0.5818358129699082)	(116, 0.5901622128406825)	(118, 0.5985250407108913)	(120, 0.6071168445775466)	(122, 0.6153157464502996)	(124, 0.6241677503129166)	(126, 0.6325774141823985)	(128, 0.640263722063107)	(130, 0.6481946179400195)	(132, 0.6572521797994462)	(134, 0.6651544536768028)	(136, 0.6730983595535134)	(138, 0.6805166614383815)
131415H14_R2_001 - polyg	(1, 0.1679122613940017)	(2, 0.16955672536847963)	(3, 0.1706287493518418)	(4, 0.17157587733714239)	(5, 0.17252300532244297)	(6, 0.17355339730645128)	(7, 0.1748752132859367)	(8, 0.1762438652646952)	(9, 0.17770098524208072)	(10, 0.17945473321486255)	(12, 0.18225708717137)	(14, 0.18391456114564603)	(16, 0.18489031113050236)	(18, 0.18578019511669136)	(20, 0.18656599910449567)	(22, 0.18737001709201734)	(24, 0.18813760708010435)	(26, 0.1889442270675856)	(28, 0.18963896105680333)	(30, 0.19028425704678834)	(32, 0.19089572703729832)	(34, 0.19161127702619296)	(36, 0.19234504101480496)	(38, 0.19301375500442652)	(40, 0.19366165299437116)	(42, 0.19427832698480035)	(44, 0.19493403097462383)	(46, 0.19572243696238778)	(48, 0.1963963549519286)	(50, 0.197106700940904)	(52, 0.19783786292955635)	(54, 0.19857422891812798)	(56, 0.19928457490710338)	(58, 0.20007818489478657)	(60, 0.20094985488125824)	(62, 0.20175907686869912)	(64, 0.20249284085731112)	(66, 0.20316936084681153)	(68, 0.20397337883433314)	(70, 0.20480341682145098)	(72, 0.2056230468087303)	(74, 0.20645828879576736)	(76, 0.20834213676653004)	(78, 0.20978624674411744)	(80, 0.21087388272723734)	(82, 0.2122815647053901)	(84, 0.2140899546773239)	(86, 0.2163484906422714)	(88, 0.2185992206073401)	(90, 0.220610566576124)	(92, 0.22253344454628093)	(94, 0.22436004851793206)	(96, 0.22596808449297534)	(98, 0.22760994646749363)	(100, 0.22922058444249654)	(102, 0.23081821241770134)	(104, 0.23253553239104852)	(106, 0.23405770236742446)	(108, 0.2358140523401659)	(110, 0.23760683031234198)	(112, 0.23946986228342773)	(114, 0.24139274025358468)	(116, 0.24331301622378199)	(118, 0.2453243621925659)	(120, 0.24769218215581734)	(122, 0.2502135201166862)	(124, 0.2530523020726283)	(126, 0.2559509300276416)	(128, 0.25893802598128185)	(130, 0.2622165459303992)	(132, 0.265627767877457)	(134, 0.26996790381009816)	(136, 0.27455002573898357)	(138, 0.2792362276662538)
131415H4_R1_001 - illumina_universal_adapter	(1, 0.0016007133485744813)	(2, 0.0016203540031582172)	(3, 0.001649814985033821)	(4, 0.001748018257952501)	(5, 0.001806940221703709)	(6, 0.0018756825127467847)	(7, 0.0018855028400386528)	(8, 0.0019640654583735965)	(9, 0.0020573585676463427)	(10, 0.002241489704368867)	(12, 0.002452626741144029)	(14, 0.0026686739415651244)	(16, 0.0028871762238091873)	(18, 0.0035844194615318138)	(20, 0.0038029217437758767)	(22, 0.0039649571440916985)	(24, 0.0042546567992018045)	(26, 0.004492799736029602)	(28, 0.004829145945776081)	(30, 0.005167947237345526)	(32, 0.005595131474541784)	(34, 0.006029680957206941)	(36, 0.006582074367374516)	(38, 0.007117282204781321)	(40, 0.007716322169585267)	(42, 0.008430750980068664)	(44, 0.00912799421779129)	(46, 0.009891524664734027)	(48, 0.010750803302772474)	(50, 0.01185067995946169)	(52, 0.013105226770997824)	(54, 0.014340132927950222)	(56, 0.015744439730687343)	(58, 0.01768395437083127)	(60, 0.019846881456865195)	(62, 0.022299508198009223)	(64, 0.024847883130248966)	(66, 0.02788481934525914)	(68, 0.031449598152207214)	(70, 0.036072517224854064)	(72, 0.042156209982166286)	(74, 0.049224390550488266)	(76, 0.05776316513076748)	(78, 0.06774307274112831)	(80, 0.07990309301028384)	(82, 0.09551004815888503)	(84, 0.11446573491401321)	(86, 0.1374968574952666)	(88, 0.1642916205111284)	(90, 0.19718971693888615)	(92, 0.23929682528459312)	(94, 0.28996725902880893)	(96, 0.3496110168359691)	(98, 0.4165758286392169)	(100, 0.4942497073542467)	(102, 0.588615687383629)	(104, 0.6995682002089766)	(106, 0.8255384485454131)	(108, 0.9637718305875698)	(110, 1.1176048025328589)	(112, 1.298065591930048)	(114, 1.503661509030773)	(116, 1.7270886854117073)	(118, 1.961153731331558)	(120, 2.2094754373973777)	(122, 2.4871869279659355)	(124, 2.7925500051065706)	(126, 3.1160438615098163)	(128, 3.449254931768366)	(130, 3.78601114017928)	(132, 4.1495498361969405)	(134, 4.5470791400535795)	(136, 4.965803165287893)	(138, 5.385550959642384)
131415H4_R1_001 - polya	(1, 0.008052668379331746)	(2, 0.010384996111150393)	(3, 0.012417803860567065)	(4, 0.014229654245916708)	(5, 0.016321383959084588)	(6, 0.018236347780998845)	(7, 0.02025933520312365)	(8, 0.02298938619026295)	(9, 0.02593057421417741)	(10, 0.030376727395570638)	(12, 0.034285217657734096)	(14, 0.03814951644708415)	(16, 0.041527709035486735)	(18, 0.04489853637842042)	(20, 0.047795532929521475)	(22, 0.05088402586281396)	(24, 0.0544954512243984)	(26, 0.05779999135811198)	(28, 0.06159309277459599)	(30, 0.06517505715430483)	(32, 0.0685925310518749)	(34, 0.07243718918664122)	(36, 0.0763579548579195)	(38, 0.08012159529252791)	(40, 0.08357098525379654)	(42, 0.08720941651543362)	(44, 0.09063916582211852)	(46, 0.09419412430177473)	(48, 0.09727034182595237)	(50, 0.10062643867794827)	(52, 0.10429433092146095)	(54, 0.10752521860048553)	(56, 0.1111194583893092)	(58, 0.11534219912481244)	(60, 0.11941272478729172)	(62, 0.12337522684956045)	(64, 0.12760042266688665)	(66, 0.1315972958746769)	(68, 0.13575865956460598)	(70, 0.13998385538193217)	(72, 0.14408629710811002)	(74, 0.14816664309788116)	(76, 0.1518468107505087)	(78, 0.15561536134876303)	(80, 0.15915804441930442)	(82, 0.16307389992693677)	(84, 0.16683754036154516)	(86, 0.17064537226896698)	(88, 0.174436018603628)	(90, 0.17815301248360005)	(92, 0.18239784895550998)	(94, 0.18627687823579786)	(96, 0.18988339343373634)	(98, 0.1936814050138663)	(100, 0.19795815754947482)	(102, 0.201439463574442)	(104, 0.20523747515457194)	(106, 0.20944794048096035)	(108, 0.21366086088917172)	(110, 0.2177976737608711)	(112, 0.22168406828662784)	(114, 0.22541088249389174)	(116, 0.22900266720089246)	(118, 0.23260427223518504)	(120, 0.23643665496083655)	(122, 0.2398467636129377)	(124, 0.2433035188196752)	(126, 0.24684374680839363)	(128, 0.2506761295340451)	(130, 0.25399785524051943)	(132, 0.2578056871479413)	(134, 0.2614784895550999)	(136, 0.26524458507153126)	(138, 0.26927582942484307)
131415H4_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00021113703677516163)	(4, 0.0003584419461531814)	(5, 0.0005008366918852671)	(6, 0.0006235907830336169)	(7, 0.0008396379834547126)	(8, 0.001109696983981082)	(9, 0.001777479239828105)	(10, 0.0023053218317660093)	(12, 0.002980469333081933)	(14, 0.0036924430617423618)	(16, 0.004414237117694658)	(18, 0.005224414119273767)	(20, 0.005798903265848044)	(22, 0.006469140603518034)	(24, 0.007230215968637803)	(26, 0.007915183797245595)	(28, 0.008690989653303165)	(30, 0.009552723373164582)	(32, 0.010426732502140832)	(34, 0.011406310149504661)	(36, 0.012312235342179484)	(38, 0.01310031660735189)	(40, 0.013964505409036272)	(42, 0.014892526338117797)	(44, 0.015899109885534266)	(46, 0.016979345887639743)	(48, 0.01804485139880742)	(50, 0.019078440846276523)	(52, 0.020011371939003986)	(54, 0.021015500404597487)	(56, 0.021938611170033075)	(58, 0.022861721935468662)	(60, 0.02390267662840667)	(62, 0.024899439848531272)	(64, 0.025982130932459716)	(66, 0.027027995789043656)	(68, 0.028879127483560772)	(70, 0.06103824428260545)	(72, 0.06594349776489351)	(74, 0.06762031864997997)	(76, 0.06903690086183192)	(78, 0.07028899259154509)	(80, 0.07174485611256451)	(82, 0.07299449276045472)	(84, 0.07437670382678513)	(86, 0.07563861588379017)	(88, 0.07735226299622114)	(90, 0.07858716915317354)	(92, 0.07984662612835561)	(94, 0.08116991523093481)	(96, 0.08253003056085853)	(98, 0.08390978654536599)	(100, 0.08540002121190696)	(102, 0.08690744145120868)	(104, 0.08859653774540999)	(106, 0.09049677107638643)	(108, 0.09240436965283179)	(110, 0.09432669872021496)	(112, 0.09659519432463645)	(114, 0.0988833305836417)	(116, 0.10121565831546034)	(118, 0.10374930275676228)	(120, 0.10641306653468147)	(122, 0.10945245783151461)	(124, 0.11227825700974962)	(126, 0.11546986337960671)	(128, 0.11890943301358348)	(130, 0.1227688216392876)	(132, 0.12709222072953247)	(134, 0.13177406176593054)	(136, 0.13698865555791245)	(138, 0.14269181063266476)
131415H4_R2_001 - illumina_universal_adapter	(1, 0.0016203540031582172)	(2, 0.0016399946577419532)	(3, 0.001669455639617557)	(4, 0.001806940221703709)	(5, 0.0018756825127467847)	(6, 0.0019395146401439266)	(7, 0.0019493349674357947)	(8, 0.0020278975857707386)	(9, 0.002135921185981286)	(10, 0.002317597240880844)	(12, 0.0025262791958330384)	(14, 0.0027472365599000683)	(16, 0.0030172955604264376)	(18, 0.003712083716326098)	(20, 0.003935496162216095)	(22, 0.0041098069716467515)	(24, 0.004465793835976966)	(26, 0.004757948572910038)	(28, 0.00514830658276179)	(30, 0.005587766229072883)	(32, 0.006068962266374414)	(34, 0.006567343876436715)	(36, 0.007210575314054067)	(38, 0.007843986424379551)	(40, 0.008668893916896462)	(42, 0.00958709451868612)	(44, 0.010480744302246105)	(46, 0.011526609158830046)	(48, 0.012641216306457061)	(50, 0.01400624180002671)	(52, 0.015513662039328448)	(54, 0.01706281866962062)	(56, 0.01868808283642477)	(58, 0.02100076991365968)	(60, 0.02353686943678459)	(62, 0.026335662714966963)	(64, 0.029220383856953185)	(66, 0.032628037427231374)	(68, 0.036615090307729775)	(70, 0.04173393590861596)	(72, 0.04839948305797136)	(74, 0.05584820130885322)	(76, 0.06495409979023781)	(78, 0.07544711950159876)	(80, 0.08805887482618022)	(82, 0.10438271386708775)	(84, 0.12375576453212032)	(86, 0.14743993887828294)	(88, 0.17485092743170944)	(90, 0.20822530973312278)	(92, 0.2508553505071217)	(94, 0.30183021439738544)	(96, 0.36175385153236383)	(98, 0.4291483026546309)	(100, 0.5071143361065937)	(102, 0.60134283155389)	(104, 0.7122241470063715)	(106, 0.8381354733790568)	(108, 0.9757845459473473)	(110, 1.1292369802100763)	(112, 1.309518548634189)	(114, 1.5140882415329138)	(116, 1.7359883570199628)	(118, 1.9683078397636835)	(120, 2.21537745409979)	(122, 2.4914145788650846)	(124, 2.7939764076457143)	(126, 3.1145487166796295)	(128, 3.4449536284145275)	(130, 3.778559966846575)	(132, 4.138575620448278)	(134, 4.531459909495863)	(136, 4.945477542875549)	(138, 5.359642481164612)
131415H4_R2_001 - polya	(1, 0.0362713788525144)	(2, 0.04395578495840109)	(3, 0.050613966862287585)	(4, 0.057419453675552096)	(5, 0.06426913196163002)	(6, 0.07099114599291365)	(7, 0.07794393771555619)	(8, 0.08506858516580641)	(9, 0.09287574536284145)	(10, 0.10506768169569555)	(12, 0.11902236677743996)	(14, 0.1324590295945383)	(16, 0.14556425636553616)	(18, 0.15887816509148617)	(20, 0.17181153613487632)	(22, 0.18507388814254402)	(24, 0.19869222701454192)	(26, 0.21174835214908044)	(28, 0.2248044772836189)	(30, 0.2373548555626262)	(32, 0.2501605623512221)	(34, 0.2623672291750139)	(36, 0.27517539104543276)	(38, 0.2879810978340286)	(40, 0.30013129777589226)	(42, 0.3119991633081147)	(44, 0.32400942358606927)	(46, 0.33640022154658367)	(48, 0.3478482680870788)	(50, 0.3596302057554974)	(52, 0.37151771194230365)	(54, 0.38284300439165037)	(56, 0.39438679912324115)	(58, 0.40643143054671726)	(60, 0.41849815770660004)	(62, 0.4306188966665881)	(64, 0.44326502313669114)	(66, 0.45631623810758365)	(68, 0.46996894812510315)	(70, 0.4833270483238665)	(72, 0.49521455451067276)	(74, 0.5072690062614407)	(76, 0.5188226213203233)	(78, 0.5301282731150864)	(80, 0.5415542239191748)	(82, 0.5528402350593541)	(84, 0.5637653491715572)	(86, 0.5752698625939805)	(88, 0.5870346146896384)	(90, 0.5987748159670665)	(92, 0.611018309018203)	(94, 0.6230089286415738)	(96, 0.6345944597641551)	(98, 0.6466759174149757)	(100, 0.6580895928099493)	(102, 0.6692724905135639)	(104, 0.6808776622907289)	(106, 0.6922815173584105)	(108, 0.7035626183349439)	(110, 0.7152929992850802)	(112, 0.7265765553434365)	(114, 0.7375704117466827)	(116, 0.7483850471768523)	(118, 0.7591653114615005)	(120, 0.7703678498196989)	(122, 0.7813862570411747)	(124, 0.7924144845899423)	(126, 0.8038158845758012)	(128, 0.8143604610054445)	(130, 0.8248240197349297)	(132, 0.8357614092562476)	(134, 0.8465883200955322)	(136, 0.8572973870073142)	(138, 0.8679033404825316)
131415H4_R2_001 - polyg	(1, 0.041338667735118274)	(2, 0.04224213784597013)	(3, 0.04243854439180749)	(4, 0.04258584930118551)	(5, 0.0427577050287932)	(6, 0.04296884206556836)	(7, 0.04320452992057319)	(8, 0.043430397448286154)	(9, 0.04394105446746329)	(10, 0.04464075278700889)	(12, 0.045826557307501944)	(14, 0.04670547660012413)	(16, 0.047167031982841924)	(18, 0.047635952611028626)	(20, 0.04815397487567466)	(22, 0.048711278449488166)	(24, 0.04916792366856003)	(26, 0.04971049675143573)	(28, 0.05017205213415353)	(30, 0.05081528357177088)	(32, 0.051414323536574824)	(34, 0.05203791431960844)	(36, 0.052686055920871736)	(38, 0.053285095885675676)	(40, 0.053886590932302594)	(42, 0.05434078106955149)	(44, 0.054848983006905654)	(46, 0.0554406577262407)	(48, 0.05607897900021212)	(50, 0.056695204537776836)	(52, 0.05729669958440375)	(54, 0.05793011069472923)	(56, 0.058575797214169556)	(58, 0.059162561769858665)	(60, 0.05989417615310283)	(62, 0.06054722791801205)	(64, 0.06130093803766292)	(66, 0.062032552420907085)	(68, 0.06270033467675411)	(70, 0.06327727890515135)	(72, 0.0641291922977209)	(74, 0.06488535749919473)	(76, 0.06679541115746306)	(78, 0.0681751671419705)	(80, 0.06928977428959752)	(82, 0.07078491911978443)	(84, 0.07299449276045472)	(86, 0.07528508410128293)	(88, 0.07759040593304894)	(90, 0.07962321368246561)	(92, 0.08157745881354733)	(94, 0.08352679378098313)	(96, 0.08516924352054805)	(98, 0.08681905850558187)	(100, 0.08841731677233339)	(102, 0.09014814945752511)	(104, 0.09191826345188432)	(106, 0.09367855711895165)	(108, 0.09536028816768405)	(110, 0.09712058183475139)	(112, 0.09903309057484268)	(114, 0.10092350357852727)	(116, 0.10308152050091526)	(118, 0.10546786003283917)	(120, 0.10777318186460519)	(122, 0.11014970106923724)	(124, 0.11287238681090764)	(126, 0.11576447319836275)	(128, 0.11884560088618634)	(130, 0.12172295678270366)	(132, 0.1252165382167857)	(134, 0.12910047766071947)	(136, 0.13321764987783513)	(138, 0.13784056895048197)
131415H9_R1_001 - illumina_universal_adapter	(1, 0.0013012556049985281)	(2, 0.0013012556049985281)	(3, 0.0013172546493222805)	(4, 0.0013705847970681218)	(5, 0.0013865838413918742)	(6, 0.0014399139891377154)	(7, 0.0014559130334614678)	(8, 0.0014772450925598045)	(9, 0.0015305752403056458)	(10, 0.0017198972648033825)	(12, 0.0018158915307458967)	(14, 0.0019012197671392428)	(16, 0.002031878629116554)	(18, 0.0022025351019032465)	(20, 0.002325194441718681)	(22, 0.0025385150327020467)	(24, 0.002789166727107501)	(26, 0.0030318188993510788)	(28, 0.00331713518979133)	(30, 0.003642449091040962)	(32, 0.003965096484903302)	(34, 0.004394404174257324)	(36, 0.004877042011357188)	(38, 0.005341014296746008)	(40, 0.005916979892401093)	(42, 0.006543609128414729)	(44, 0.007308896748567552)	(46, 0.008180844664212058)	(48, 0.009095456698053237)	(50, 0.01013272807170985)	(52, 0.011441983198870255)	(54, 0.01290856226188089)	(56, 0.01438047433966611)	(58, 0.01618569984086284)	(60, 0.018425566046188176)	(62, 0.02075876001006873)	(64, 0.023257277431961397)	(66, 0.02626776427221414)	(68, 0.029859549722896554)	(70, 0.03437394672958202)	(72, 0.04009893809009808)	(74, 0.04654388644518301)	(76, 0.054418082759856476)	(78, 0.06374285909321684)	(80, 0.07467020636633973)	(82, 0.08842405146999219)	(84, 0.10498306234507593)	(86, 0.12316330971163322)	(88, 0.14530332054831924)	(90, 0.17232303990374975)	(92, 0.20576104254039224)	(94, 0.24505736190691543)	(96, 0.2905373119045689)	(98, 0.34228888727713336)	(100, 0.4016613407625784)	(102, 0.47292908370273345)	(104, 0.5571133884269313)	(106, 0.6529076663153988)	(108, 0.7590293273148484)	(110, 0.8784915247729201)	(112, 1.014195418726988)	(114, 1.1714686909368615)	(116, 1.3440770471310515)	(118, 1.524260950812538)	(120, 1.7181533689720934)	(122, 1.9375269317246118)	(124, 2.1826536228235964)	(126, 2.4417181480359575)	(128, 2.7105634223449053)	(130, 2.9854750009599424)	(132, 3.2857717299020006)	(134, 3.6124802145151866)	(136, 3.9570596316380033)	(138, 4.302833644070327)
131415H9_R1_001 - polya	(1, 0.005684993749706684)	(2, 0.008063518339171207)	(3, 0.010074064909189424)	(4, 0.012116609567855147)	(5, 0.014025828857156267)	(6, 0.016415019476169957)	(7, 0.01909219289301119)	(8, 0.02280930419089633)	(9, 0.027043717921916132)	(10, 0.033374006459347495)	(12, 0.038261714500253854)	(14, 0.043208085703680635)	(16, 0.04785047506495612)	(18, 0.05201022658913174)	(20, 0.05625263984231342)	(22, 0.060521718169368015)	(24, 0.0650281156538916)	(26, 0.06943851887247268)	(28, 0.07373959528817478)	(30, 0.07748870467470742)	(32, 0.08125114659817653)	(34, 0.08537890003370466)	(36, 0.08985863244435532)	(38, 0.0944716902243706)	(40, 0.09865277380764456)	(42, 0.10283119088353122)	(44, 0.10654563567402908)	(46, 0.1100627589178673)	(48, 0.11365454436854971)	(50, 0.11782229541488722)	(52, 0.12189938521005678)	(54, 0.12595514294612803)	(56, 0.13034421410561076)	(58, 0.13471461971338244)	(60, 0.1390396946955702)	(62, 0.14353009313577003)	(64, 0.14815648345272175)	(66, 0.15238023115419239)	(68, 0.15642798936810176)	(70, 0.16072373276902926)	(72, 0.16498481157392197)	(74, 0.16928588798962407)	(76, 0.17344297300641243)	(78, 0.17748006519077258)	(80, 0.1816131516410753)	(82, 0.1856049131998515)	(84, 0.18925802832044164)	(86, 0.1934417784111029)	(88, 0.19763352802392603)	(90, 0.20159595800144206)	(92, 0.20632367559911086)	(94, 0.2110140620933576)	(96, 0.21544046435626246)	(98, 0.2196642120577331)	(100, 0.22371730328641704)	(102, 0.2273570858700707)	(104, 0.23126351919245358)	(106, 0.23512995490402705)	(108, 0.23946569591576394)	(110, 0.24406808766623006)	(112, 0.24837716360409404)	(114, 0.2523342605668355)	(116, 0.2565286766870459)	(118, 0.26048844015717465)	(120, 0.26483751370584796)	(122, 0.26891993651579216)	(124, 0.2729463626706031)	(126, 0.276706138086685)	(128, 0.2806179044238424)	(130, 0.28440967792857175)	(132, 0.2888280806693147)	(134, 0.2930864929668201)	(136, 0.2969529286783936)	(138, 0.30089935961158587)
